PC1,PC2,cluster
3.3167508122147766,1.4434626343180088,2
2.2094649169188476,-0.33339288708030135,2
2.516740146610382,1.031151296274319,2
3.757065609773206,2.756371913710711,2
1.008908493795715,0.8698308214172051,2
3.0502539224180802,2.12240111463419,2
2.44908966959623,1.1748501316494737,2
2.059436871437914,1.6089630683635063,2
2.510874297398989,0.9180709573337769,2
2.753628187633909,0.789437673833606,2
3.47973668273121,1.302333237123594,2
1.7547529012945888,0.611977228745631,2
2.1134623403150954,0.6757063391426176,2
3.458156819336722,1.1306298761729376,2
4.312783906765561,2.095975575341261,2
2.3051882008279727,1.6625517299890546,2
2.171955273741512,2.3273053361914195,2
1.8989711765627604,1.6313688786428377,2
3.5419850819434684,2.5183436693066445,2
2.0845222047303125,1.0611379935838596,2
3.1244025351672002,0.7868971056508953,2
1.08657006833224,0.24174355133283923,2
2.535224079903715,-0.09184062072088135,2
1.6449883412544695,-0.5162789300672361,2
1.7615758722693002,-0.31714893268438166,2
0.990079101608855,0.9406673381906342,2
1.7752776281133684,0.6861751342850226,2
1.2354239643099056,-0.0898070413606408,2
2.188406334451961,0.6895696206616239,2
2.2561089812837074,0.19146193688666469,2
2.5002200257894245,1.240833834896943,2
2.6774110474440143,1.4718736461032482,2
1.6285791164309185,0.05270445057532342,2
1.9026908622381473,1.633060434769983,2
1.410388526595406,0.6979343246113564,2
1.903826232194486,0.1767109510954559,2
1.3848622303748386,0.6586398536611483,2
1.12220741044131,0.11410976029688742,2
1.5021945006181918,-0.7694320064310091,2
2.529801092371811,1.8030019760618279,2
2.5880954258544024,0.7796163041925075,2
0.6684819937541863,0.16996094061987455,2
3.070806990412008,1.1559189566098824,2
0.462209137516007,0.33074213219227483,2
2.1013519305380157,-0.07100892095406679,2
1.1361661775610177,1.7771073929776369,2
2.7266009636408026,1.1913346919571837,2
2.821339274192249,0.6462585991417035,2
2.009850850912358,1.2470294606787604,2
2.707491304266393,1.7519674072063367,2
3.2149174747738227,0.1669919949967901,2
2.858959826717293,0.7452788039895876,2
3.5056043559232233,1.6127338560350104,2
2.2247913805321726,1.8751679995630237,2
2.1469878235638666,1.0167515377576597,2
2.4693294837977873,1.3290083106496224,2
2.7415179142774524,1.4365487835125144,2
2.173740920965307,1.212199840697793,2
3.1393801518289948,1.7315791159925122,2
-0.9285819689218541,-3.0734861631889285,0
-1.5424801378968802,-1.381443508094229,0
-1.8362497634669395,-0.8299841230557178,1
0.03060683408668008,-1.2627861442114023,0
2.050261607576315,-1.925032604650101,0
-0.6096808271776226,-1.9080588050851874,0
0.9002278387071427,-0.763911473609609,0
2.248507190798394,-1.884592484550133,0
0.18338402668475567,-2.4271461147035716,0
-0.8128050273520713,-0.22051398690226923,0
1.9756204987985533,-1.4032832253096132,0
-1.5722162196263,-0.8849831369082215,0
1.6576818088332883,-0.9567121974591487,0
-0.725372388035356,-1.0636454007060938,0
2.56222717317036,0.2601985506545974,2
1.832567570049547,-1.2878781978605256,0
-0.8679929031954121,-2.4441011855808643,0
0.3700144042947826,-2.1539069751569877,0
-1.4573770449061385,-1.3833517690762593,0
1.2629308497284975,-0.7708495299701159,0
0.37615037193424,-1.0270434033558218,0
0.7620639041095985,-3.3750538099635348,0
1.0345779671651862,-1.4507097382440917,0
-0.4948767556803283,-2.3812435267673697,0
-2.5389770842951203,-0.08744335730498178,1
0.8353201453942969,-1.473670551400867,0
0.7879046149897094,-2.0266265224624767,0
-0.8068321559655389,-2.2338303908439108,0
-0.5580426248756829,-2.372985428849455,0
-1.115111041919447,-1.8022471916654539,0
-0.5557228299517022,-2.657540035392292,0
-1.349285282443731,-2.1180014697848177,0
-1.564482605719906,-1.8522145217655501,0
-1.9325556106314639,-1.5594954568986208,0
0.7466659419884496,-2.3129317092207393,0
0.9574553638036405,-2.22352843466746,0
2.543865184199552,0.16927402279974277,2
-0.5439525887762293,-0.36892654587731566,0
1.031049750388148,-2.565569348733523,0
2.2519094221481235,-1.4327413803542548,0
1.4102160153374586,-2.1661917693703834,0
0.7977197926930409,-2.3769488030818615,0
-0.5495317266494645,-2.2931286432456264,0
-0.1611737399485453,-1.1644833215600157,0
-0.6597949416843604,-2.6799611859896344,0
0.3923544081850821,-2.0987317087655364,0
-1.7724990779600347,-1.7172884693761419,0
-0.3662673573520648,-2.1693532978292827,0
-1.6206725727874798,-1.3555833880259565,0
0.0825357834933272,-2.3062345877483237,0
1.5782750709323807,-1.462034290204816,0
1.4205692478240148,-1.4182066376337485,0
-0.27870275364885494,-1.9305680886704668,0
-1.3031449662482804,-0.7631723136577924,0
-0.45707186565262475,-2.2694156075896745,0
-0.49418584704437535,-1.939045049486832,0
0.4820744097730926,-3.8717838484072393,0
-0.2528888776532002,-2.8214923747015916,0
-0.10722763772912428,-1.9289220425669573,0
-2.4330126025502175,-1.2571410404943928,1
-0.5510895391746512,-2.222161550776621,0
0.7396219285682213,-1.4089566673657123,0
